"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.52936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.39891,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.5868,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.92983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.13994,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.12236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.06615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.22127,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.5641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.09314,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.65147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.059,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.3354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.5787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.733,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.752,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8045,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.5464,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.4997,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.4671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4553,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.5996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8792,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.9247,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.9833,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.0168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.0273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.0538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.981,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.5103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.3117,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.4443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.5791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.8264,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.0805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.2233,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.3048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.4721,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5061,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4322,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5683,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.6393,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.629,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.6267,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5969,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.6079,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.5899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5654,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.5466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.4397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4301,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.342,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.322,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0212,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.88519,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.79758,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.78849,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.82165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.86356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.86544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.82642,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.80672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.84649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.8953,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.9377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.92934,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.78467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.25005,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.503,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.74736,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.97393,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.136,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2384,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.2786,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2483,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1963,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.1825,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.2523,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.3736,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.5078,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.6297,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.7337,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8151,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.868,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.906,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9376,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.955,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9302,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8081,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.541,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2216,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.9733,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.89429,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.92928,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.0124,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0955,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1292,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0443,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.78359,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.4521,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.18385,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.07976,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.08207,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.12156,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.15829,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.1852,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.20722,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.23037,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.25559,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.28259,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.31158,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.34331,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.38284,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.44073,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.52638,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.65961,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.85454,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0559,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1869,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.1904,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.1406,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.137,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2511,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4274,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.5896,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.6854,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.7448,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8133,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.921,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0428,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1334,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1478,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0933,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9657,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7546,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5219,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.3456,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.2861,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.295,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.3148,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3095,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.2846,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.2537,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.225,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.1937,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1455,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0631,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.94883,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.80375,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.63752,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.5097,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.49525,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.61169,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.63277,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.20813,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.07813,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.93513,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.92106,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.85177,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.67767,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",96.46329,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",96.27294,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",96.41387,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.90536,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",97.48206,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",97.79491,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",97.75767,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",97.55146,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",97.57541,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.70081,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.79533,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",97.8284,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.74784,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.64878,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.59455,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.62916,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.62962,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.58865,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.6431,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.88409,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.24488,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.60607,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.92529,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.10682,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.17281,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.11063,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.06652,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.06157,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.23779,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.48797,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.68343,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.82769,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.83222,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.71832,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.4107,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.16868,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.17258,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.33298,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.34444,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.33305,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.38327,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.54932,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.74732,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.96424,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.0599,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0117,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.93446,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.98396,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.2616,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7356,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.2235,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.2353,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9566,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7182,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.7258,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9531,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.0755,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.9651,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.7118,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.5031,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.2715,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0478,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.84599,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.71423,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.47479,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.11562,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",98.79891,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",98.35474,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",98.08826,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",98.35833,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",98.80537,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.1488,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.37463,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.62299,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.87557,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.169,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4001,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.6089,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.6328,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.5036,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2212,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.96935,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.59084,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.78105,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.94455,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.01196,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.21994,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.39445,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.50867,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.50848,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.67873,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.8287,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.97834,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.12483,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.19733,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.37014,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.5515,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.60767,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.74568,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.97668,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.145,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.2613,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.188,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.94065,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.88682,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.96961,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2212,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4501,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5331,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4781,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.551,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7034,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8758,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.824,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.5952,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3492,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2325,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2478,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4967,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.8086,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.0562,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.1567,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.1797,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.2886,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.4038,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.4283,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.4666,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.5287,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.5548,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.6034,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.5749,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.4967,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.5318,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.659,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.6174,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5314,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4926,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.5203,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.5379,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5955,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.769,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.019,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.1005,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.1072,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.181,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.317,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.3739,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3758,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.4771,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.584,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.6921,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.6749,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.531,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.4431,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.3578,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.3034,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.2661,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.3906,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.6209,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.6586,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.5064,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.5343,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.7549,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.8784,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.8445,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-09",102.6987,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-10",102.4804,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-11",102.389,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-12",102.3132,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.089,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.4926,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.339,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.56951,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.09115,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.40153,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.57676,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.64622,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.83829,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",97.99084,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.20119,
"CZE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.57447,
